c_id,subject,type,text,p.instruction_explicitness_of_instruction,p.instruction_obstacle_complex_np,p.instruction_obstacle_negation,p.instruction_obstacle_passive,p.item_1_answer_verbatim_explanatory_text,p.item_1_obstacle_complex_np,p.item_1_obstacle_negation,p.item_1_obstacle_passive,p.item_1_sentence_length,p.item_2_answer_verbatim_explanatory_text,p.item_2_obstacle_complex_np,p.item_2_obstacle_negation,p.item_2_obstacle_passive,p.item_2_sentence_length,p.item_3_answer_verbatim_explanatory_text,p.item_3_obstacle_complex_np,p.item_3_obstacle_negation,p.item_3_obstacle_passive,p.item_3_sentence_length,p.item_4_answer_verbatim_explanatory_text,p.item_4_obstacle_complex_np,p.item_4_obstacle_negation,p.item_4_obstacle_passive,p.item_4_sentence_length,p.item_5_answer_verbatim_explanatory_text,p.item_5_obstacle_complex_np,p.item_5_obstacle_negation,p.item_5_obstacle_passive,p.item_5_sentence_length,p.item_6_answer_verbatim_explanatory_text,p.item_6_obstacle_complex_np,p.item_6_obstacle_negation,p.item_6_obstacle_passive,p.item_6_sentence_length,p.item_7_answer_verbatim_explanatory_text,p.item_7_obstacle_complex_np,p.item_7_obstacle_negation,p.item_7_obstacle_passive,p.item_7_sentence_length,p.item_8_answer_verbatim_explanatory_text,p.item_8_obstacle_complex_np,p.item_8_obstacle_negation,p.item_8_obstacle_passive,p.item_8_sentence_length,p.mathematical_requirement_level,p.root_text_contains_irrelevant_information,p.root_text_obstacle_complex_np,p.root_text_obstacle_negation,p.root_text_obstacle_passive,p.root_text_reference_explanatory_text,p.taxanomy_level,p.variation,answers,p.instruction_number_of_sentences
138-1-3,10,true-false,Welche Aussagen zu den Interessen von Anbietern und Nachfragern auf dem Markt sind richtig? <true-false> Anbieter wollen einen möglichst niedrigen Preis. <true-false> Nachfrager wollen einen möglichst hohen Preis. <true-false> Nachfrager wollen einen möglichst niedrigen Preis. <true-false> Anbieter wollen einen möglichst hohen Preis. ,Implizit,Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 1,Stammaufgabe,Nachfrager wollen einen möglichst niedrigen Preis.; Anbieter wollen einen möglichst hohen Preis.,1
136-2-2,10,single-choice,"Unter der Nachfrage versteht man in der Wirtschaft … <option> die Menge an Gütern, die Käufer und Käuferinnen auf einem Markt kaufen wollen. <option> die Menge an Gütern, die Verkäufer und Verkäuferinnen auf einem Markt verkaufen wollen. <option> die Bitte, das Gesagte zu wiederholen, weil man es nicht verstanden hat. ",,,,,Enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Explizit,Stufe 1,leicht,"die Menge an Gütern, die Käufer und Käuferinnen auf einem Markt kaufen wollen.",1
137-1-4,10,multiple-choice,"Auf Märkten treffen sich Angebot und Nachfrage. Dabei bezeichnet das Angebot… <option> die Menge an Gütern, die Akteure auf einem Markt kaufen wollen. <option> die Menge an Gütern, die Akteure auf einem Markt verkaufen wollen. <option> den günstigen Preis eines Produktes aus der Werbung.  <option> die Personen, die etwas auf einem Markt verkaufen wollen. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stufe 1,Stammaufgabe,"die Menge an Gütern, die Akteure auf einem Markt verkaufen wollen.",2
141-2-4,10,true-false,"Entscheide, in welchen zwei Fällen es sich jeweils um einen Nachfrager bzw. eine Nachfragerin oder einen Anbieter bzw. eine Anbieterin handelt. <true-false> Esra möchte sich einen neuen Pullover bestellen. Sie vergleicht die Preise online und bestellt bei dem günstigsten Händler. <true-false> Christopher bietet seine Sammelkarten auf einer Tauschbörse an. <true-false> Vanessa ist Influencerin. Sie hat ein Deo entwickelt und stellt es auch selber her. Nun verkauft sie es über ihre Social-Media-Kanäle. <true-false> Michael schaut sich auf dem Flohmarkt nach einem Fahrrad um. ",Explizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 2,leicht,Christopher bietet seine Sammelkarten auf einer Tauschbörse an.; Vanessa ist Influencerin. Sie hat ein Deo entwickelt und stellt es auch selber her. Nun verkauft sie es über ihre Social-Media-Kanäle.,1
141-1-9,10,true-false,"Entscheide, ob es sich um einen Nachfrager bzw. eine Nachfragerin oder einen Anbieter bzw. eine Anbieterin handelt. <true-false> Michael verkauft seine alten Bücher auf dem Flohmarkt. <true-false> Esra möchte sich einen neuen Pullover bestellen. Sie vergleicht die Preise online und bestellt bei dem günstigsten Händler. <true-false> Christopher bietet seine Sammelkarten auf einer Tauschbörse an. <true-false> Vanessa ist Influencerin. Sie hat ein Deo entwickelt und stellt es auch selber her. Nun verkauft sie es über ihre Social-Media-Kanäle. <true-false> Regina lässt sich bei einem Versicherungsmakler beraten und schließt eine Berufsunfähigkeitsversicherung ab. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,0 (Kein Bezug),,,,,,Stufe 2,Stammaufgabe,Michael verkauft seine alten Bücher auf dem Flohmarkt.; Christopher bietet seine Sammelkarten auf einer Tauschbörse an.; Vanessa ist Influencerin. Sie hat ein Deo entwickelt und stellt es auch selber her. Nun verkauft sie es über ihre Social-Media-Kanäle.,1
145-3-6,10,mapping,"Ein Entwicklerstudio bringt eine limitierte Goldedition seines bei Fans beliebten Spieleklassikers heraus. Neben viel zusätzlichem Hintergrundmaterial und einem legendären Skin enthält diese Goldedition auch eine Sammelfigur. Insgesamt werden nur 250 Stück dieser Goldedition hergestellt und online verkauft. Um die Chance zu haben eines der Spiele zu bekommen, musste man sich bei diesen Online-Shops registrieren. Insgesamt taten das 30.000 Spielefans.  Ordne die Begriffe richtig zu. <start-option> Die Nachfrager*innen <start-option> Das Angebot <start-option> Die Nachfrage <start-option> Die Anbieter <start-option> Das Gut <end-option> 250 Stück der Goldedition, die zum Verkauf stehen <end-option> 30.000 Spiele, die die Spielefans kaufen würden <end-option> Online-Shops <end-option> Spielefans <end-option> Goldedition des Spieleklassikers ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,schwer,"Die Nachfrager*innen -> Spielefans; Das Angebot -> 250 Stück der Goldedition, die zum Verkauf stehen; Die Nachfrage -> 30.000 Spiele, die die Spielefans kaufen würden; Die Anbieter -> Online-Shops; Das Gut -> Goldedition des Spieleklassikers",6
145-2-7,10,mapping,"Ein Entwicklerstudio bringt eine limitierte Goldedition seines bei Fans beliebten Spieleklassikers heraus. Diese Goldedition enthält auch eine begehrte Sammelfigur. Insgesamt werden nur 250 Stück dieser Goldedition hergestellt und in Onlineshops verkauft. Um die Chance zu haben eines der Spiele zu bekommen, musste man sich bei diesen Online-Shops registrieren. Insgesamt taten das 30.000 Spielefans.  Ordne die Begriffe richtig zu. <start-option> Die Nachfrager*innen und ihre Nachfrage <start-option> Die Anbieter und ihr Angebot <end-option> 250 Spiele von den Online-Shops <end-option> 30.000 Registrierungen der Spielefans  ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,leicht,Die Nachfrager*innen und ihre Nachfrage -> 30.000 Registrierungen der Spielefans; Die Anbieter und ihr Angebot -> 250 Spiele von den Online-Shops,6
145-1-8,10,mapping,"Ein Entwicklerstudio bringt eine limitierte Goldedition seines bei Fans beliebten Spieleklassikers heraus. Neben viel zusätzlichem Hintergrundmaterial und einem legendären Skin enthält diese Goldedition auch eine Sammelfigur. Insgesamt werden nur 250 Stück dieser Goldedition hergestellt und online verkauft. Um die Chance zu haben eines der Spiele zu bekommen, musste man sich bei diesen Online-Shops registrieren. Insgesamt taten das 30.000 Spielefans.  Ordne die Begriffe richtig zu. <start-option> Die Nachfrager*innen <start-option> Das Angebot <start-option> Die Nachfrage <start-option> Die Anbieter <end-option> 250 Spiele, die zum Verkauf stehen <end-option> 30.000 Spiele, die die Spielfans kaufen würden <end-option> Online-Shops <end-option> Spielefans ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,Stammaufgabe,"Die Nachfrager*innen -> Spielefans; Das Angebot -> 250 Spiele, die zum Verkauf stehen; Die Nachfrage -> 30.000 Spiele, die die Spielfans kaufen würden; Die Anbieter -> Online-Shops",6
143-2-3,10,single-choice,"Ein Spiel der deutschen Fußballbundesliga steht an. Die Heimmannschaft empfängt den Tabellensechsten im eigenen Stadion. 42.000 Zuschauer finden auf den Rängen Platz. Alle Stehplätze in der Fankurve sind belegt und auch auf den Sitzplätzen der Tribünen sind kaum freie Plätze. Bei Anpfiff sind 1.500 Plätze nicht besetzt. 500 Fans haben zwar ein Ticket gekauft sind aber nicht zum Spiel erschienen. Für die übrigen freien 1.000 Plätze konnten keine Tickets verkauft werden.  Bei welcher Aussage handelt es sich um die Nachfrage?  <option> Die 41.000 verkauften Tickets. <option> Die 42.000 Tickets, die hätten verkauft werden können. ",Explizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 (Mathematische Operation),Enthalten,Enthalten,Enthalten,Enthalten,Implizit,Stufe 2,leicht,Die 41.000 verkauften Tickets.,8
143-1-3,10,multiple-choice,"Ein Spiel der deutschen Fußballbundesliga steht an. Die Heimmannschaft empfängt den Tabellensechsten im eigenen Stadion. 42.000 Zuschauer finden auf den Rängen Platz. Alle Stehplätze in der Fankurve sind belegt und auch auf den Sitzplätzen der Tribünen sind kaum freie Plätze. Bei Anpfiff sind 1.500 Plätze nicht besetzt. 500 Fans haben zwar ein Ticket gekauft sind aber nicht zum Spiel erschienen. Für die übrigen freien 1.000 Plätze konnten keine Tickets verkauft werden.  Wobei handelt es sich um die Nachfrage?  <option> Die 41.000 verkauften Tickets. <option> Die 42.000 Tickets, die hätten verkauft werden können. <option> Die 1.000 Tickets die nicht verkauft wurden. ",Explizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,2 (Mathematische Operation),Enthalten,Enthalten,Enthalten,Enthalten,Implizit,Stufe 2,Stammaufgabe,Die 41.000 verkauften Tickets.,8
142-3-4,10,multiple-choice,"Ein weltberühmter britischer Künstler gibt ein Konzert in Berlin. In der Konzerthalle haben 74.000 Menschen Platz. Ein Stehplatz kostet 100 Euro. Am Tag des Konzerts prüfen die Veranstalter, wie viele Plätze belegt sind und müssen feststellen, dass nur 60.000 Tickets verkauft wurden.  Wobei handelt es sich um das Angebot?  <option> Die 60.000 verkauften Tickets. <option> Die 74.000 Tickets, die hätten verkauft werden können. <option> Die 14.000 übergebliebenen Tickets. <option> Die 6.000.000 Euro, die der Veranstalter durch den Verkauf der Tickets eingenommen hat. <option> Die 7.400.000 Euro, die der Veranstalter durch den Verkauf der Tickets hätte einnehmen können. <option> Die Unternehmen, welche die Konzertkarten verkaufen. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,2 (Mathematische Operation),Enthalten,Enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,schwer,"Die 74.000 Tickets, die hätten verkauft werden können.",5
142-2-4,10,single-choice,"Ein weltberühmter britischer Künstler gibt ein Konzert in Berlin. In der Konzerthalle haben 74.000 Menschen Platz. Ein Stehplatz kostet 100 Euro. Am Tag des Konzerts stellen die Veranstalter fest, dass nur 60.000 Tickets verkauft wurden. Wobei handelt es sich um das Angebot?  <option> Die 60.000 verkauften Tickets. <option> Die 74.000 Tickets, die hätten verkauft werden können. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 (Mathematische Operation),Enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,leicht,"Die 74.000 Tickets, die hätten verkauft werden können.",5
142-1-4,10,multiple-choice,"Ein weltberühmter britischer Künstler gibt ein Konzert in Berlin. In der Konzerthalle haben 74.000 Menschen Platz. Ein Stehplatz kostet 100 Euro. Am Tag des Konzerts prüfen die Veranstalter, wie viele Plätze belegt sind und müssen feststellen, dass nur 60.000 Tickets verkauft wurden.  Wobei handelt es sich um das Angebot?  <option> Die 60.000 verkauften Tickets. <option> Die 74.000 Tickets, die hätten verkauft werden können. <option> Die 6.000.000 Euro, die der Veranstalter durch den Verkauf der Tickets eingenommen hat. <option> Die 7.400.000 Euro, die der Veranstalter durch den Verkauf der Tickets hätte einnehmen können. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,2 (Mathematische Operation),Enthalten,Enthalten,Nicht enthalten,Enthalten,Implizit,Stufe 2,Stammaufgabe,"Die 74.000 Tickets, die hätten verkauft werden können.",5
143-3-2,10,multiple-choice,"Ein Spiel der deutschen Fußballbundesliga steht an. Die Heimmannschaft empfängt den Tabellensechsten im eigenen Stadion. 42.000 Zuschauer finden auf den Rängen Platz. Alle Stehplätze in der Fankurve sind belegt und auch auf den Sitzplätzen der Tribünen sind kaum freie Plätze. Bei Anpfiff sind 1.500 Plätze nicht besetzt. 500 Fans haben zwar ein Ticket gekauft sind aber nicht zum Spiel erschienen. Für die übrigen freien 1.000 Plätze konnten keine Tickets verkauft werden.  Wobei handelt es sich um die Nachfrage?  <option> Die 41.000 verkauften Tickets. <option> Die 42.000 Tickets, die hätten verkauft werden können. <option> Die 1.000 Tickets die nicht verkauft wurden. <option> Die 1.500 während des Spiels nicht besetzten Sitz- und Stehplätze. <option> Die 40.500 während des Spiels besetzten Sitz- und Stehplätze. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,2 (Mathematische Operation),Enthalten,Enthalten,Enthalten,Enthalten,Implizit,Stufe 2,schwer,Die 41.000 verkauften Tickets.,8
175-3-3,11,true-false,"Auf einem Wochenmarkt treffen sich verschiedene Akteure. Auf der einen Seite sind die Händlerinnen und Händler (z. B. Obsthändler) und auf der anderen Seite die Kundinnen und Kunden.  Entscheide, ob die Aussagen richtig oder falsch sind.  <true-false> Der Wochenmarkt ist ein Markt, weil sich die Marktteilnehmer persönlich treffen.  <true-false> Der Wochenmarkt ist ein Markt, weil sich hier Angebot und Nachfrage treffen.  <true-false> Auf dem Wochenmarkt wollen die Kund:innen möglichst günstig einkaufen.  <true-false> Auf dem Wochenmarkt wollen die Obsthändler möglichst teuer einkaufen.  <true-false> Auf dem Wochenmarkt sind die Kund:innen die Nachfrager und die Obsthändler die Anbieter.  <true-false> Auf dem Wochenmarkt sind die Obsthändler die Nachfrager und die Kund:innen die Anbieter.  ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,0 (Kein Bezug),Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 1,schwer,"Der Wochenmarkt ist ein Markt, weil sich die Marktteilnehmer persönlich treffen.; Auf dem Wochenmarkt wollen die Obsthändler möglichst teuer einkaufen.; Auf dem Wochenmarkt sind die Obsthändler die Nachfrager und die Kund:innen die Anbieter.",4
175-1-4,11,true-false,"Auf einem Wochenmarkt treffen sich verschiedene Akteure. Auf der einen Seite sind die Händlerinnen und Händler (z. B. Obsthändler) und auf der anderen Seite die Kundinnen und Kunden.  Entscheide, ob die Aussagen richtig oder falsch sind.  <true-false> Der Wochenmarkt ist ein Markt, weil sich die Marktteilnehmer persönlich treffen.  <true-false> Der Wochenmarkt ist ein Markt, weil sich hier Angebot und Nachfrage treffen.  <true-false> Auf dem Wochenmarkt wollen die Kund:innen möglichst günstig einkaufen.  <true-false> Auf dem Wochenmarkt wollen die Obsthändler möglichst teuer einkaufen.  ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),Enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Implizit,Stufe 1,Stammaufgabe,"Der Wochenmarkt ist ein Markt, weil sich die Marktteilnehmer persönlich treffen.; Auf dem Wochenmarkt wollen die Obsthändler möglichst teuer einkaufen.",4
176-1-3,11,true-false,"Auf der Online-Handelsplattform „Fancy Sneakers“ kaufen und verkaufen Schuhliebhaber seltene Sneaker-Modelle. Entscheide, ob die Aussagen richtig oder falsch sind. <true-false> Fancy Sneakers ist aus wirtschaftlicher Perspektive kein Markt, weil sich die Marktteilnehmerinnen und Marktteilnehmer nicht persönlich treffen. <true-false> Fancy Sneakers ist aus wirtschaftlicher Perspektive ein Markt, weil sich hier Angebot und Nachfrage treffen. <true-false> Auf der Plattform sind die Schuhverkäufer die Anbieter und die Schuhkäufer die Nachfrager. <true-false> Auf der Plattform sind die Schuhverkäufer die Nachfrager und die Schuhkäufer die Anbieter. ",Implizit,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,Enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht enthalten,,,,,,,,,,,,,,,,,,,,,,0 (Kein Bezug),,Nicht enthalten,Nicht enthalten,Nicht enthalten,Nicht vorhanden,Stufe 2,Stammaufgabe,"Fancy Sneakers ist aus wirtschaftlicher Perspektive kein Markt, weil sich die Marktteilnehmerinnen und Marktteilnehmer nicht persönlich treffen.; Auf der Plattform sind die Schuhverkäufer die Nachfrager und die Schuhkäufer die Anbieter.",2
